index_i   	index_j   	energy    	forward   	backward  
0         	1         	-620.15218	0.16082   	0.03306   
0         	6         	-620.15218	0.27605   	0.00997   
0         	7         	-620.15218	0.31142   	0.002     
1         	2         	-620.02442	0.06456   	0.03967   
1         	3         	-620.02442	0.3083    	0.24754   
1         	4         	-620.02442	0.07545   	0.00535   
1         	5         	-620.02442	0.11879   	0.00413   
1         	6         	-620.02442	0.1534    	0.01508   
2         	3         	-619.99953	0.13815   	0.10228   
2         	6         	-619.99953	0.13014   	0.01671   
3         	5         	-619.96366	0.35178   	0.29789   
3         	7         	-619.96366	0.42327   	0.30238   
3         	8         	-619.96366	0.28614   	0.09331   
3         	9         	-619.96366	0.46811   	0.26108   
3         	10        	-619.96366	0.46154   	0.25147   
3         	11        	-619.96366	0.39334   	0.13595   
3         	15        	-619.96366	0.38778   	0.05346   
5         	6         	-619.90976	0.26022   	0.23657   
5         	7         	-619.90976	0.06719   	0.0002    
5         	8         	-619.90976	0.53612   	0.39719   
6         	7         	-619.8861 	0.30636   	0.26302   
6         	8         	-619.8861 	0.26368   	0.1484    
6         	9         	-619.8861 	0.45018   	0.32071   
6         	11        	-619.8861 	0.3517    	0.17187   
6         	13        	-619.8861 	0.51131   	0.2982    
7         	9         	-619.84277	0.22858   	0.14244   
7         	10        	-619.84277	0.2384    	0.14922   
7         	15        	-619.84277	0.24247   	0.02904   
