index_i   	index_j   	energy    	forward   	backward  
0         	1         	-629.57693	0.04712   	0.01123   
0         	3         	-629.57693	0.08945   	0.00676   
0         	13        	-629.57693	1.06959   	0.09066   
1         	3         	-629.54103	0.05178   	0.00499   
1         	11        	-629.54103	0.75458   	0.06307   
3         	11        	-629.49424	0.70532   	0.0606    
4         	12        	-629.02557	0.44892   	0.05849   
6         	12        	-628.93051	0.36416   	0.0688    
